Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Dep_Hr,Dep_Min,Arr_Hr,Arr_Min,Duration_Hr,Duration_Min,Duration_bool
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25,6:35,1,No Info,14714,1,JUN,2019,21,50,4,25,6,35.0,395.0
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,04:25,26:10,1,In-flight meal not included,7438,21,MAR,2019,2,15,4,25,26,10.0,1570.0
Air India,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,20:25,23:55,1,No Info,10203,15,MAY,2019,20,30,20,25,23,55.0,1435.0
Air Asia,27/03/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20,2:30,0,No Info,3782,27,MAR,2019,22,50,1,20,2,30.0,150.0
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13:30,2,No Info,13014,12,JUN,2019,5,30,19,0,13,30.0,810.0
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30,6:30,1,No Info,8073,15,MAY,2019,19,0,1,30,6,30.0,390.0
IndiGo,9/05/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2:35,0,No Info,4804,9,MAY,2019,15,30,18,5,2,35.0,155.0
IndiGo,9/05/2019,Kolkata,Banglore,CCU → BBI → BLR,07:10,12:40,5:30,1,No Info,4864,9,MAY,2019,7,10,12,40,5,30.0,330.0
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,06:40,18:50,12:10,1,No Info,15135,6,MAR,2019,6,40,18,50,12,10.0,730.0
Air India,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,11:10,18:20,1,No Info,8366,6,JUN,2019,16,50,11,10,18,20.0,1100.0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,04:25,22:55,2,No Info,13292,9,JUN,2019,5,30,4,25,22,55.0,1375.0
Air India,15/06/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2:45,0,No Info,7171,15,JUN,2019,17,0,19,45,2,45.0,165.0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11:30,1,No Info,12121,6,MAY,2019,9,35,21,5,11,30.0,690.0
Air India,12/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,8:20,2,No Info,11753,12,JUN,2019,10,55,19,15,8,20.0,500.0
IndiGo,01/03/2019,Banglore,New Delhi,BLR → HYD → DEL,05:15,10:00,4:45,1,No Info,8064,1,MAR,2019,5,15,10,0,4,45.0,285.0
IndiGo,3/05/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25,2:20,0,No Info,5277,3,MAY,2019,22,5,0,25,2,20.0,140.0
Air India,12/03/2019,Mumbai,Hyderabad,BOM → AMD → ISK → HYD,05:30,14:50,9:20,2,No Info,11342,12,MAR,2019,5,30,14,50,9,20.0,560.0
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40,22:10,1,In-flight meal not included,7594,12,JUN,2019,6,30,4,40,22,10.0,1330.0
Air Asia,3/06/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2:45,0,No Info,4483,3,JUN,2019,11,10,13,55,2,45.0,165.0
Jet Airways,18/05/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25,8:25,2,No Info,16263,18,MAY,2019,20,0,4,25,8,25.0,505.0
Air India,12/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20,15:20,2,No Info,13243,12,MAY,2019,10,0,1,20,15,20.0,920.0
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2:45,0,In-flight meal not included,6478,12,JUN,2019,6,0,8,45,2,45.0,165.0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,23:05,04:25,5:20,1,No Info,15764,6,MAR,2019,23,5,4,25,5,20.0,320.0
Air India,3/04/2019,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,04:40,19:30,2,No Info,4647,3,APR,2019,9,10,4,40,19,30.0,1170.0
Air India,12/06/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2:35,0,No Info,4145,12,JUN,2019,20,45,23,20,2,35.0,155.0
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13:30,1,No Info,8055,27,MAR,2019,7,30,21,0,13,30.0,810.0
IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2:45,0,No Info,6038,24,MAR,2019,9,35,12,20,2,45.0,165.0
Air Asia,21/05/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20,2:30,0,No Info,4107,21,MAY,2019,22,50,1,20,2,30.0,150.0
Air India,21/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,07:40,25:45,2,No Info,11911,21,MAY,2019,5,55,7,40,25,45.0,1545.0
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,23:00,24:10,1,No Info,25735,1,MAR,2019,22,50,23,0,24,10.0,1450.0
Air India,6/06/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,01:20,15:55,2,No Info,11458,6,JUN,2019,9,25,1,20,15,55.0,955.0
Air Asia,24/04/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5:40,1,No Info,6152,24,APR,2019,16,45,22,25,5,40.0,340.0
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,23:35,26:25,1,In-flight meal not included,10844,9,JUN,2019,21,10,23,35,26,25.0,1585.0
Vistara,24/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,No Info,11982,24,MAY,2019,17,45,20,5,2,20.0,140.0
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9:50,1,No Info,13941,9,MAY,2019,6,30,16,20,9,50.0,590.0
Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,19:00,29:35,2,No Info,15339,27,JUN,2019,13,25,19,0,29,35.0,1775.0
Jet Airways,3/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50,37:25,2,No Info,20064,3,MAR,2019,5,25,18,50,37,25.0,2245.0
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7:35,1,In-flight meal not included,6093,15,JUN,2019,14,55,22,30,7,35.0,455.0
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:35,6:35,1,No Info,10885,21,MAR,2019,19,0,1,35,6,35.0,395.0
Air India,1/06/2019,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,9:30,1,No Info,8907,1,JUN,2019,13,30,23,0,9,30.0,570.0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,20:45,14:15,1,In-flight meal not included,9663,6,MAY,2019,6,30,20,45,14,15.0,855.0
IndiGo,27/04/2019,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7:5,1,No Info,7160,27,APR,2019,5,5,12,10,7,5.0,425.0
Jet Airways,1/04/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1:30,0,No Info,5678,1,APR,2019,19,35,21,5,1,30.0,90.0
Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1:25,0,No Info,5678,27,MAY,2019,2,55,4,20,1,25.0,85.0
Air India,6/06/2019,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13:15,1,No Info,8907,6,JUN,2019,9,45,23,0,13,15.0,795.0
Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1:25,0,In-flight meal not included,3210,27,JUN,2019,2,55,4,20,1,25.0,85.0
Air India,15/05/2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2:45,0,No Info,6961,15,MAY,2019,6,10,8,55,2,45.0,165.0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,08:15,18:10,1,No Info,14815,6,MAR,2019,14,5,8,15,18,10.0,1090.0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,22:05,25:40,1,No Info,11467,6,MAY,2019,20,25,22,5,25,40.0,1540.0
GoAir,3/06/2019,Delhi,Cochin,DEL → BOM → COK,14:25,19:35,5:10,1,No Info,9069,3,JUN,2019,14,25,19,35,5,10.0,310.0
SpiceJet,1/05/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,5:15,1,No Info,4649,1,MAY,2019,15,5,20,20,5,15.0,315.0
IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2:55,0,No Info,4823,3,JUN,2019,18,25,21,20,2,55.0,175.0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,12:25,6:40,1,No Info,22270,6,MAR,2019,5,45,12,25,6,40.0,400.0
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,04:25,17:40,2,In-flight meal not included,15654,9,MAR,2019,10,45,4,25,17,40.0,1060.0
Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:55,26:35,1,No Info,7770,1,APR,2019,20,20,22,55,26,35.0,1595.0
IndiGo,3/05/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2:35,0,No Info,4804,3,MAY,2019,4,40,7,15,2,35.0,155.0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35,17:5,2,In-flight meal not included,10368,15,JUN,2019,19,30,12,35,17,5.0,1025.0
IndiGo,3/03/2019,Delhi,Cochin,DEL → COK,21:05,00:20,3:15,0,No Info,7673,3,MAR,2019,21,5,0,20,3,15.0,195.0
IndiGo,21/04/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3:15,0,No Info,6015,21,APR,2019,5,35,8,50,3,15.0,195.0
IndiGo,24/04/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2:35,0,No Info,4804,24,APR,2019,11,30,14,5,2,35.0,155.0
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15,12:15,1,No Info,13941,15,MAY,2019,20,0,8,15,12,15.0,735.0
Air Asia,9/05/2019,Kolkata,Banglore,CCU → BBI → BLR,19:55,23:30,3:35,1,No Info,5162,9,MAY,2019,19,55,23,30,3,35.0,215.0
Air India,09/03/2019,Banglore,New Delhi,BLR → CCU → DEL,11:05,22:45,11:40,1,No Info,10657,9,MAR,2019,11,5,22,45,11,40.0,700.0
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7:5,1,No Info,14781,9,MAY,2019,16,30,23,35,7,5.0,425.0
IndiGo,3/04/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1:30,0,No Info,2754,3,APR,2019,19,5,20,35,1,30.0,90.0
Air India,12/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,06:50,22:55,16:5,2,No Info,11474,12,MAR,2019,6,50,22,55,16,5.0,965.0
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15,13:20,1,In-flight meal not included,7757,18,MAY,2019,18,55,8,15,13,20.0,800.0
Jet Airways,3/04/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1:25,0,In-flight meal not included,2228,3,APR,2019,2,55,4,20,1,25.0,85.0
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,08:15,24:15,1,In-flight meal not included,10405,15,MAR,2019,8,0,8,15,24,15.0,1455.0
GoAir,27/06/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2:55,0,No Info,3419,27,JUN,2019,7,45,10,40,2,55.0,175.0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,12:35,19:5,1,In-flight meal not included,10262,9,JUN,2019,17,30,12,35,19,5.0,1145.0
Air India,9/06/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1:30,0,No Info,3100,9,JUN,2019,13,55,15,25,1,30.0,90.0
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,04:25,26:10,1,In-flight meal not included,11848,9,MAR,2019,2,15,4,25,26,10.0,1570.0
Air India,9/04/2019,Delhi,Cochin,DEL → BLR → COK,20:30,08:15,11:45,1,No Info,5683,9,APR,2019,20,30,8,15,11,45.0,705.0
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,12:00,27:35,1,In-flight meal not included,9663,9,MAY,2019,8,25,12,0,27,35.0,1655.0
Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1:25,0,In-flight meal not included,4050,27,MAY,2019,2,55,4,20,1,25.0,85.0
Vistara,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,09:05,12:45,1,No Info,9187,9,MAY,2019,20,20,9,5,12,45.0,765.0
Air India,18/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,01:20,15:55,2,No Info,11668,18,MAY,2019,9,25,1,20,15,55.0,955.0
Air India,9/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15,28:50,2,No Info,13381,9,JUN,2019,14,25,19,15,28,50.0,1730.0
Air Asia,1/03/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2:35,0,No Info,5620,1,MAR,2019,10,20,12,55,2,35.0,155.0
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40,14:35,1,No Info,12739,12,JUN,2019,14,5,4,40,14,35.0,875.0
Air Asia,3/05/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2:30,0,No Info,5989,3,MAY,2019,19,55,22,25,2,30.0,150.0
Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,07:55,22:30,1,No Info,8891,21,MAY,2019,9,25,7,55,22,30.0,1350.0
Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20,27:20,1,No Info,9345,21,MAY,2019,17,0,20,20,27,20.0,1640.0
Vistara,01/03/2019,Banglore,New Delhi,BLR → DEL,19:40,22:20,2:40,0,No Info,21730,1,MAR,2019,19,40,22,20,2,40.0,160.0
IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11:45,1,No Info,6838,15,JUN,2019,9,15,21,0,11,45.0,705.0
Air India,12/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,21:00,19:25,22:25,1,No Info,10943,12,MAR,2019,21,0,19,25,22,25.0,1345.0
IndiGo,18/06/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2:50,0,No Info,3943,18,JUN,2019,4,0,6,50,2,50.0,170.0
SpiceJet,18/06/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2:40,0,No check-in baggage included,3573,18,JUN,2019,5,55,8,35,2,40.0,160.0
SpiceJet,15/05/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2:25,0,No check-in baggage included,3841,15,MAY,2019,9,0,11,25,2,25.0,145.0
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → HYD → COK,09:45,18:10,8:25,1,No Info,9646,21,MAY,2019,9,45,18,10,8,25.0,505.0
Air India,18/03/2019,Delhi,Cochin,DEL → COK,18:05,21:10,3:5,0,No Info,4729,18,MAR,2019,18,5,21,10,3,5.0,185.0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,09:30,10:40,1,No Info,17261,6,MAR,2019,22,50,9,30,10,40.0,640.0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,12:00,14:50,1,In-flight meal not included,10844,21,MAY,2019,21,10,12,0,14,50.0,890.0
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20,21:25,1,No Info,14231,24,MAR,2019,18,55,16,20,21,25.0,1285.0
SpiceJet,21/03/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4:30,1,No Info,6460,21,MAR,2019,8,45,13,15,4,30.0,270.0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,23:35,27:10,1,No Info,11467,1,MAY,2019,20,25,23,35,27,10.0,1630.0
IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2:55,0,No Info,3943,3,MAY,2019,0,30,3,25,2,55.0,175.0
IndiGo,15/04/2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4:50,1,No Info,4775,15,APR,2019,15,15,20,5,4,50.0,290.0
SpiceJet,6/04/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2:25,0,No check-in baggage included,3841,6,APR,2019,9,0,11,25,2,25.0,145.0
IndiGo,9/06/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2:35,0,No Info,4804,9,JUN,2019,17,15,19,50,2,35.0,155.0
Jet Airways,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35,23:10,2,No Info,12819,24,JUN,2019,13,25,12,35,23,10.0,1390.0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25,10:10,1,No Info,14714,3,JUN,2019,18,15,4,25,10,10.0,610.0
Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1:30,0,No Info,8040,27,MAY,2019,10,20,11,50,1,30.0,90.0
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30,10:25,2,No Info,16840,15,MAY,2019,15,5,1,30,10,25.0,625.0
Jet Airways,6/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25,5:35,1,No Info,15554,6,MAY,2019,22,50,4,25,5,35.0,335.0
Vistara,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45,17:45,1,No Info,8452,9,MAY,2019,17,0,10,45,17,45.0,1065.0
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11:15,1,In-flight meal not included,11761,27,MAY,2019,8,0,19,15,11,15.0,675.0
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6:15,1,No Info,14848,27,JUN,2019,13,0,19,15,6,15.0,375.0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13:30,2,In-flight meal not included,10368,3,JUN,2019,5,30,19,0,13,30.0,810.0
Air India,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15,26:35,2,No Info,9863,18,MAY,2019,16,40,19,15,26,35.0,1595.0
Vistara,6/06/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2:40,0,No Info,4668,6,JUN,2019,7,0,9,40,2,40.0,160.0
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,7:35,1,No Info,9103,15,MAY,2019,11,25,19,0,7,35.0,455.0
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,12:35,14:45,1,In-flight meal not included,10262,12,JUN,2019,21,50,12,35,14,45.0,885.0
GoAir,27/06/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6:10,1,No Info,4525,27,JUN,2019,7,25,13,35,6,10.0,370.0
Air India,27/04/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2:45,0,No Info,5228,27,APR,2019,10,0,12,45,2,45.0,165.0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,05:05,7:40,1,No Info,19225,6,MAR,2019,21,25,5,5,7,40.0,460.0
Jet Airways,9/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1:30,0,No Info,8040,9,MAY,2019,10,20,11,50,1,30.0,90.0
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,14:00,04:25,14:25,1,In-flight meal not included,7438,21,MAR,2019,14,0,4,25,14,25.0,865.0
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,04:00,15:30,11:30,1,No Info,13135,6,MAR,2019,4,0,15,30,11,30.0,690.0
IndiGo,9/05/2019,Delhi,Cochin,DEL → COK,14:25,17:40,3:15,0,No Info,6015,9,MAY,2019,14,25,17,40,3,15.0,195.0
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,17:00,01:30,8:30,1,No Info,8283,18,MAY,2019,17,0,1,30,8,30.0,510.0
SpiceJet,9/06/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2:15,0,No check-in baggage included,3543,9,JUN,2019,8,20,10,35,2,15.0,135.0
IndiGo,27/03/2019,Kolkata,Banglore,CCU → BLR,10:10,12:55,2:45,0,No Info,4148,27,MAR,2019,10,10,12,55,2,45.0,165.0
GoAir,15/03/2019,Banglore,New Delhi,BLR → GOI → DEL,15:45,20:15,4:30,1,No Info,7657,15,MAR,2019,15,45,20,15,4,30.0,270.0
IndiGo,12/05/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3:40,1,No Info,5276,12,MAY,2019,19,35,23,15,3,40.0,220.0
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1:30,0,No Info,8040,21,JUN,2019,10,20,11,50,1,30.0,90.0
IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,11:55,21:20,9:25,2,No Info,8378,9,MAR,2019,11,55,21,20,9,25.0,565.0
SpiceJet,9/06/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2:15,0,No check-in baggage included,3543,9,JUN,2019,9,45,12,0,2,15.0,135.0
IndiGo,12/06/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2:55,0,No Info,4823,12,JUN,2019,18,55,21,50,2,55.0,175.0
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15,13:20,1,No Info,14388,15,MAY,2019,18,55,8,15,13,20.0,800.0
SpiceJet,9/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,No check-in baggage included,3543,9,JUN,2019,17,45,20,5,2,20.0,140.0
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6:40,1,In-flight meal not included,10844,12,MAY,2019,14,5,20,45,6,40.0,400.0
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11:45,1,In-flight meal not included,10844,9,JUN,2019,6,30,18,15,11,45.0,705.0
SpiceJet,12/06/2019,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4:55,1,No Info,4957,12,JUN,2019,17,55,22,50,4,55.0,295.0
IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8:35,1,No Info,6442,15,MAY,2019,7,35,16,10,8,35.0,515.0
Air India,15/05/2019,Delhi,Cochin,DEL → MAA → COK,17:20,09:25,16:5,1,No Info,7480,15,MAY,2019,17,20,9,25,16,5.0,965.0
IndiGo,1/04/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30,5:5,1,No Info,5073,1,APR,2019,20,25,1,30,5,5.0,305.0
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6:5,1,No Info,14781,9,MAY,2019,16,30,22,35,6,5.0,365.0
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6:25,1,No Info,9646,3,JUN,2019,9,45,16,10,6,25.0,385.0
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9:50,1,In-flight meal not included,7851,1,APR,2019,6,30,16,20,9,50.0,590.0
SpiceJet,24/03/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1:20,0,No check-in baggage included,2175,24,MAR,2019,5,45,7,5,1,20.0,80.0
Air India,9/05/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25,19:25,2,No Info,14424,9,MAY,2019,10,0,5,25,19,25.0,1165.0
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9:20,2,No Info,13014,12,JUN,2019,9,40,19,0,9,20.0,560.0
Jet Airways,6/04/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16:45,1,In-flight meal not included,5177,6,APR,2019,2,15,19,0,16,45.0,1005.0
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,18:50,8:5,1,No Info,15135,3,MAR,2019,10,45,18,50,8,5.0,485.0
Air India,21/06/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2:50,0,No Info,5228,21,JUN,2019,21,5,23,55,2,50.0,170.0
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,05:05,17:25,1,No Info,22270,1,MAR,2019,11,40,5,5,17,25.0,1045.0
SpiceJet,15/06/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2:15,0,No check-in baggage included,3543,15,JUN,2019,9,45,12,0,2,15.0,135.0
Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00,19:55,2,No Info,15129,18,MAY,2019,23,5,19,0,19,55.0,1195.0
IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14:20,1,No Info,6093,15,JUN,2019,6,40,21,0,14,20.0,860.0
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,20:20,6:15,1,In-flight meal not included,11087,18,MAR,2019,14,5,20,20,6,15.0,375.0
IndiGo,24/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15,5:15,1,No Info,6534,24,MAY,2019,21,0,2,15,5,15.0,315.0
Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22:55,2,In-flight meal not included,13029,18,MAY,2019,5,30,4,25,22,55.0,1375.0
Air India,12/03/2019,Mumbai,Hyderabad,BOM → MAA → HYD,05:55,19:10,13:15,1,No Info,8528,12,MAR,2019,5,55,19,10,13,15.0,795.0
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30,15:30,1,No Info,14067,21,MAY,2019,10,0,1,30,15,30.0,930.0
Air India,3/05/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2:30,0,No Info,5510,3,MAY,2019,14,15,16,45,2,30.0,150.0
Air India,3/03/2019,Delhi,Cochin,DEL → MAA → COK,12:30,09:25,20:55,1,No Info,16142,3,MAR,2019,12,30,9,25,20,55.0,1255.0
IndiGo,21/04/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05,2:40,0,No Info,4804,21,APR,2019,21,25,0,5,2,40.0,160.0
IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9:35,1,No Info,6979,15,MAY,2019,11,25,21,0,9,35.0,575.0
Air India,1/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2:45,0,No Info,5176,1,APR,2019,17,0,19,45,2,45.0,165.0
Jet Airways,21/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50,37:25,2,No Info,12814,21,MAR,2019,5,25,18,50,37,25.0,2245.0
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13:20,1,No Info,12681,1,APR,2019,6,30,19,50,13,20.0,800.0
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,18:50,11:50,1,No Info,12402,21,MAR,2019,7,0,18,50,11,50.0,710.0
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:10,9:45,1,No Info,13759,24,MAR,2019,8,25,18,10,9,45.0,585.0
